CookerStat, GenerateAssetRegistry=0.016678, Initialize=0.089034, RunGuid=RunIDEB13F4224D80E94E3E84039DF8EF1256
SavePackageTransactionIdD8C15A134CC41769EBFAFDA6279F5B21_0, Filename=../../../../../../Users/sdeflorio/Documents/Project_PlanetDefence/Project_PlanetDef/Content/Maps/FirstLevel.umap, AutoPackageBackupDelegate=7.961974, FlushAsyncLoading=0.004105, FlushStreamingFunc=0.073642, BlockTillAllRequestsFinished=0.011802, ResetLoadersForSaveUnMarkAllObjects=28.712627, TagPackageExports=1.167484, BeginCacheForCookedPlatformData=0.002310, SerializeImports=1.896966, GatherLocalizableTextData=5.155910, MarkNames=0.035923, SerializeSummary=0.012830, SerializeNames=0.299953, SerializeGatherableTextData=0.029508, BuildExportMap=0.205785, SortExportsNonSeekfree=0.178844, SortExportsSeekfreeConstructor=0.055164, SortExportsSeekfreeInner=7.098038, SortExportsSeekfree=0.003081, BuildDependencyMap=0.088777, SerializeImportMap=0.036690, SerializeExportMap=0.017192, SerializeDependencyMap=0.004362, SerializeStringAssetReferenceMap=0.001539, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.594005, SerializeExports=2.359595, SerializeBulkData=0.910383, MoveFile=1.294494, UnaccountedTime=0.154980, RunGuid=RunIDEB13F4224D80E94E3E84039DF8EF1256
SavePackageTransactionIdD8C15A134CC41769EBFAFDA6279F5B21_1, Filename=../../../../../../Users/sdeflorio/Documents/Project_PlanetDefence/Project_PlanetDef/Content/Maps/FirstLevel.umap, AutoPackageBackupDelegate=3.600720, FlushAsyncLoading=0.002567, FlushStreamingFunc=0.063635, BlockTillAllRequestsFinished=0.003848, ResetLoadersForSaveUnMarkAllObjects=25.618412, TagPackageExports=1.074083, BeginCacheForCookedPlatformData=0.001539, SerializeImports=2.050407, GatherLocalizableTextData=5.393513, MarkNames=0.050548, SerializeSummary=0.027455, SerializeNames=0.329204, SerializeGatherableTextData=0.032842, BuildExportMap=0.217076, SortExportsNonSeekfree=0.174992, SortExportsSeekfreeConstructor=0.047471, SortExportsSeekfreeInner=7.315110, SortExportsSeekfree=0.002310, BuildDependencyMap=0.049010, SerializeImportMap=0.017960, SerializeExportMap=0.017192, SerializeDependencyMap=0.004105, SerializeStringAssetReferenceMap=0.001539, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.592209, SerializeExports=2.415020, SerializeBulkData=0.929881, MoveFile=1.317330, UnaccountedTime=1.125146, RunGuid=RunIDEB13F4224D80E94E3E84039DF8EF1256
SavePackageTransactionIdD8C15A134CC41769EBFAFDA6279F5B21_2, Filename=../../../../../../Users/sdeflorio/Documents/Project_PlanetDefence/Project_PlanetDef/Content/Maps/FirstLevel.umap, AutoPackageBackupDelegate=3.559154, FlushAsyncLoading=0.002310, FlushStreamingFunc=0.121880, BlockTillAllRequestsFinished=0.003338, ResetLoadersForSaveUnMarkAllObjects=25.274582, TagPackageExports=1.090504, BeginCacheForCookedPlatformData=0.001796, SerializeImports=1.975227, GatherLocalizableTextData=5.201586, MarkNames=0.037972, SerializeSummary=0.009753, SerializeNames=0.305597, SerializeGatherableTextData=0.030022, BuildExportMap=0.203475, SortExportsNonSeekfree=0.197574, SortExportsSeekfreeConstructor=0.040539, SortExportsSeekfreeInner=7.162955, SortExportsSeekfree=0.002310, BuildDependencyMap=0.047982, SerializeImportMap=0.017188, SerializeExportMap=0.017449, SerializeDependencyMap=0.004105, SerializeStringAssetReferenceMap=0.001285, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.579637, SerializeExports=2.389874, SerializeBulkData=0.921413, MoveFile=1.235735, UnaccountedTime=1.069978, RunGuid=RunIDEB13F4224D80E94E3E84039DF8EF1256
SavePackageTransactionIdD8C15A134CC41769EBFAFDA6279F5B21_3, Filename=../../../../../../Users/sdeflorio/Documents/Project_PlanetDefence/Project_PlanetDef/Content/Meteorite.uasset, AutoPackageBackupDelegate=9.183854, FlushAsyncLoading=0.005387, FlushStreamingFunc=0.110593, BlockTillAllRequestsFinished=0.004105, ResetLoadersForSaveUnMarkAllObjects=0.208862, TagPackageExports=2.916139, BeginCacheForCookedPlatformData=0.002053, SerializeImports=3.691811, GatherLocalizableTextData=2.707534, MarkNames=0.026684, SerializeSummary=0.010777, SerializeNames=0.202708, SerializeGatherableTextData=0.039257, BuildExportMap=0.091091, SortExportsNonSeekfree=0.385139, SortExportsSeekfreeConstructor=0.045158, SortExportsSeekfreeInner=5.407628, SortExportsSeekfree=0.012830, BuildDependencyMap=0.072099, SerializeImportMap=0.011034, SerializeExportMap=0.021555, SerializeDependencyMap=0.003848, SerializeStringAssetReferenceMap=0.011548, SaveThumbNailsAssetRegistryDataWorldLevelInfo=7.409792, SerializeExports=9.151779, SerializeBulkData=0.005901, MoveFile=1.203146, UnaccountedTime=1.136947, RunGuid=RunIDEB13F4224D80E94E3E84039DF8EF1256
SavePackageTransactionIdD8C15A134CC41769EBFAFDA6279F5B21_4, Filename=../../../../../../Users/sdeflorio/Documents/Project_PlanetDefence/Project_PlanetDef/Content/Meteorite.uasset, AutoPackageBackupDelegate=3.451388, FlushAsyncLoading=0.002053, FlushStreamingFunc=0.062864, BlockTillAllRequestsFinished=0.003848, ResetLoadersForSaveUnMarkAllObjects=0.105459, TagPackageExports=2.827872, BeginCacheForCookedPlatformData=0.001542, SerializeImports=3.711309, GatherLocalizableTextData=2.682645, MarkNames=0.022065, SerializeSummary=0.008982, SerializeNames=0.163190, SerializeGatherableTextData=0.037719, BuildExportMap=0.085190, SortExportsNonSeekfree=0.350501, SortExportsSeekfreeConstructor=0.005644, SortExportsSeekfreeInner=4.480053, SortExportsSeekfree=0.002310, BuildDependencyMap=0.033099, SerializeImportMap=0.007439, SerializeExportMap=0.019759, SerializeDependencyMap=0.003848, SerializeStringAssetReferenceMap=0.001539, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.434149, SerializeExports=3.929671, SerializeBulkData=0.003848, MoveFile=1.064587, UnaccountedTime=0.184234, RunGuid=RunIDEB13F4224D80E94E3E84039DF8EF1256
SavePackageTransactionIdD8C15A134CC41769EBFAFDA6279F5B21_5, Filename=../../../../../../Users/sdeflorio/Documents/Project_PlanetDefence/Project_PlanetDef/Content/Projectile.uasset, AutoPackageBackupDelegate=4.369464, FlushAsyncLoading=0.003591, FlushStreamingFunc=0.042595, BlockTillAllRequestsFinished=0.002567, ResetLoadersForSaveUnMarkAllObjects=0.338186, TagPackageExports=1.337342, BeginCacheForCookedPlatformData=0.001799, SerializeImports=2.399366, GatherLocalizableTextData=1.276277, MarkNames=0.015654, SerializeSummary=0.008725, SerializeNames=0.093140, SerializeGatherableTextData=0.078004, BuildExportMap=0.077233, SortExportsNonSeekfree=0.118803, SortExportsSeekfreeConstructor=0.005644, SortExportsSeekfreeInner=3.221482, SortExportsSeekfree=0.002567, BuildDependencyMap=0.020012, SerializeImportMap=0.006415, SerializeExportMap=0.009239, SerializeDependencyMap=0.002824, SerializeStringAssetReferenceMap=0.001796, SaveThumbNailsAssetRegistryDataWorldLevelInfo=5.942613, SerializeExports=1.800232, SerializeBulkData=0.003591, MoveFile=1.254208, UnaccountedTime=0.113413, RunGuid=RunIDEB13F4224D80E94E3E84039DF8EF1256
SavePackageTransactionIdD8C15A134CC41769EBFAFDA6279F5B21_6, Filename=../../../../../../Users/sdeflorio/Documents/Project_PlanetDefence/Project_PlanetDef/Content/Maps/FirstLevel.umap, AutoPackageBackupDelegate=4.797202, FlushAsyncLoading=0.004359, FlushStreamingFunc=0.030793, BlockTillAllRequestsFinished=0.003077, ResetLoadersForSaveUnMarkAllObjects=42.760647, TagPackageExports=1.004033, BeginCacheForCookedPlatformData=0.001542, SerializeImports=1.854114, GatherLocalizableTextData=5.311917, MarkNames=0.034895, SerializeSummary=0.009496, SerializeNames=0.301234, SerializeGatherableTextData=0.029251, BuildExportMap=0.211943, SortExportsNonSeekfree=0.174996, SortExportsSeekfreeConstructor=0.041824, SortExportsSeekfreeInner=7.111635, SortExportsSeekfree=0.002824, BuildDependencyMap=0.050291, SerializeImportMap=0.016164, SerializeExportMap=0.016678, SerializeDependencyMap=0.004362, SerializeStringAssetReferenceMap=0.001281, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.635829, SerializeExports=2.331115, SerializeBulkData=0.808772, MoveFile=1.201354, UnaccountedTime=0.937834, RunGuid=RunIDEB13F4224D80E94E3E84039DF8EF1256
SavePackageTransactionIdD8C15A134CC41769EBFAFDA6279F5B21_7, Filename=../../../../../../Users/sdeflorio/Documents/Project_PlanetDefence/Project_PlanetDef/Saved/Autosaves/Game/Maps/FirstLevel_Auto1.umap, AutoPackageBackupDelegate=9.443007, FlushAsyncLoading=0.015907, FlushStreamingFunc=0.106230, BlockTillAllRequestsFinished=0.004616, ResetLoadersForSaveUnMarkAllObjects=42.867901, TagPackageExports=1.072031, BeginCacheForCookedPlatformData=0.011805, SerializeImports=2.072986, GatherLocalizableTextData=5.142056, MarkNames=0.034381, SerializeSummary=0.011034, SerializeNames=0.290971, SerializeGatherableTextData=0.028484, BuildExportMap=0.188079, SortExportsNonSeekfree=0.212457, SortExportsSeekfreeConstructor=0.047982, SortExportsSeekfreeInner=7.318702, SortExportsSeekfree=0.003338, BuildDependencyMap=0.054397, SerializeImportMap=0.028223, SerializeExportMap=0.018731, SerializeDependencyMap=0.004105, SerializeStringAssetReferenceMap=0.001796, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.636086, SerializeExports=2.471469, SerializeBulkData=0.916541, MoveFile=1.107186, UnaccountedTime=0.158057, RunGuid=RunIDEB13F4224D80E94E3E84039DF8EF1256
SavePackageTransactionIdD8C15A134CC41769EBFAFDA6279F5B21_8, Filename=../../../../../../Users/sdeflorio/Documents/Project_PlanetDefence/Project_PlanetDef/Content/Maps/FirstLevel.umap, AutoPackageBackupDelegate=12.908250, FlushAsyncLoading=0.005901, FlushStreamingFunc=0.057478, BlockTillAllRequestsFinished=0.004616, ResetLoadersForSaveUnMarkAllObjects=54.725418, TagPackageExports=1.334008, BeginCacheForCookedPlatformData=0.002824, SerializeImports=2.138674, GatherLocalizableTextData=5.166687, MarkNames=0.042338, SerializeSummary=0.011545, SerializeNames=0.300724, SerializeGatherableTextData=0.030532, BuildExportMap=0.195779, SortExportsNonSeekfree=0.208609, SortExportsSeekfreeConstructor=0.042081, SortExportsSeekfreeInner=7.436477, SortExportsSeekfree=0.003334, BuildDependencyMap=0.048496, SerializeImportMap=0.018474, SerializeExportMap=0.017449, SerializeDependencyMap=0.004362, SerializeStringAssetReferenceMap=0.001796, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.611965, SerializeExports=2.488919, SerializeBulkData=0.879847, MoveFile=1.398671, UnaccountedTime=1.014553, RunGuid=RunIDEB13F4224D80E94E3E84039DF8EF1256
